transaction_id,employer_id,jobseeker_id,revenue_type,amount,transaction_date
T11047,EMP10309,JS12856,Training Program Fee,4289,2024-12-29
T11048,EMP10210,,Subscription,1390,2024-11-04
T11049,EMP10359,,Employer Contract,39812,2024-06-04
T11050,EMP10094,JS17058,Employer Contract,32105,2024-03-15
T11051,EMP10422,,Training Program Fee,1560,2024-05-31
T11052,EMP10339,JS16588,Job Placement Fee,5839,2024-11-08
T11053,EMP10420,JS19256,Training Program Fee,2776,2025-01-01
T11054,EMP10178,,Training Program Fee,4161,2024-07-27
T11055,EMP10366,,Job Placement Fee,6237,2024-06-12
T11056,EMP10415,JS15146,Employer Contract,42203,2024-10-29
T11057,EMP10027,JS16816,Subscription,2970,2024-07-31
T11058,EMP10123,,Job Placement Fee,7121,2024-05-02
T11059,EMP10072,,Subscription,2337,2024-12-23
T11060,EMP10067,JS15658,Subscription,2326,2024-12-07
T11061,EMP10128,JS16407,Employer Contract,13140,2025-02-16
T11062,EMP10399,,Subscription,1300,2025-02-03
T11063,EMP10389,,Training Program Fee,4131,2024-08-12
T11064,EMP10044,,Training Program Fee,1943,2024-03-27
T11065,EMP10479,,Subscription,1501,2024-09-29
T11066,EMP10063,JS19311,Subscription,2543,2024-11-19
T11067,EMP10282,JS12825,Employer Contract,29647,2024-10-05
T11068,EMP10024,JS14135,Job Placement Fee,9873,2024-07-23
T11069,EMP10456,,Subscription,2769,2024-05-23
T11070,EMP10262,JS10173,Employer Contract,24150,2024-05-20
T11071,EMP10085,,Job Placement Fee,3105,2024-10-30
T11072,EMP10239,JS11854,Subscription,2547,2025-01-17
T11073,EMP10240,JS12758,Subscription,2097,2024-10-14
T11074,EMP10312,,Employer Contract,22407,2025-01-29
T11075,EMP10247,,Subscription,1327,2024-09-08
T11076,EMP10140,JS15724,Job Placement Fee,4234,2025-02-15
T11077,EMP10013,,Employer Contract,13759,2024-06-10
T11078,EMP10373,JS10132,Employer Contract,24049,2024-07-01
T11079,EMP10056,JS14879,Subscription,1097,2024-12-09
T11080,EMP10193,,Employer Contract,46038,2025-02-09
T11081,EMP10409,,Subscription,1692,2024-03-22
T11082,EMP10099,,Job Placement Fee,5956,2024-04-16
T11083,EMP10333,,Training Program Fee,1974,2024-04-12
T11084,EMP10278,,Employer Contract,34646,2024-06-17
T11085,EMP10427,,Training Program Fee,1676,2024-11-06
T11086,EMP10071,,Job Placement Fee,7221,2025-01-19
T11087,EMP10471,JS10580,Training Program Fee,1671,2024-10-30
T11088,EMP10485,,Job Placement Fee,6632,2024-09-16
T11089,EMP10139,JS13325,Employer Contract,47269,2025-01-29
T11090,EMP10360,JS15877,Training Program Fee,2228,2024-12-15
T11091,EMP10198,JS18891,Training Program Fee,3425,2024-07-07
T11092,EMP10266,,Employer Contract,32359,2024-09-03
T11093,EMP10142,,Subscription,1999,2024-07-16
T11094,EMP10327,,Job Placement Fee,3716,2024-06-24
T11095,EMP10260,,Training Program Fee,2403,2024-12-18
T11096,EMP10356,,Job Placement Fee,7014,2024-09-17
T11097,EMP10211,,Subscription,2591,2024-05-28
T11098,EMP10367,JS14607,Subscription,1645,2024-11-26
T11099,EMP10344,,Training Program Fee,2495,2025-02-11
T11100,EMP10184,JS14035,Training Program Fee,4679,2024-11-20
T11101,EMP10086,JS10145,Subscription,2908,2024-09-01
T11102,EMP10350,,Subscription,2022,2025-02-06
T11103,EMP10236,JS10544,Employer Contract,21816,2024-09-06
T11104,EMP10299,,Employer Contract,13960,2024-03-25
T11105,EMP10233,,Job Placement Fee,7212,2024-06-25
T11106,EMP10072,JS18834,Job Placement Fee,7506,2024-12-31
T11107,EMP10028,,Employer Contract,37705,2024-10-25
T11108,EMP10412,JS14005,Training Program Fee,656,2024-11-05
T11109,EMP10045,,Employer Contract,29608,2024-03-26
T11110,EMP10194,JS11192,Employer Contract,48430,2024-10-20
T11111,EMP10438,,Job Placement Fee,8011,2024-08-19
T11112,EMP10091,,Subscription,2386,2024-09-05
T11113,EMP10231,JS19666,Employer Contract,17908,2024-10-04
T11114,EMP10433,,Employer Contract,47625,2024-04-06
T11115,EMP10496,JS16805,Employer Contract,16790,2024-10-31
T11116,EMP10061,,Job Placement Fee,8885,2024-07-09
T11117,EMP10092,JS13483,Job Placement Fee,4655,2024-07-30
T11118,EMP10326,,Training Program Fee,1331,2025-01-24
T11119,EMP10344,,Job Placement Fee,6664,2025-01-12
T11120,EMP10485,JS12559,Employer Contract,20115,2024-08-09
T11121,EMP10032,,Employer Contract,25165,2025-02-08
T11122,EMP10168,,Subscription,2605,2024-07-19
T11123,EMP10116,JS18532,Job Placement Fee,5357,2024-10-20
T11124,EMP10165,JS17909,Training Program Fee,4757,2024-09-13
T11125,EMP10025,JS15543,Employer Contract,33687,2024-09-02
T11126,EMP10217,JS14106,Employer Contract,28886,2024-06-09
T11127,EMP10383,JS15890,Training Program Fee,4039,2024-11-02
T11128,EMP10001,JS16915,Job Placement Fee,8165,2024-08-07
T11129,EMP10166,JS10137,Employer Contract,20331,2024-04-16
T11130,EMP10050,JS17741,Training Program Fee,4077,2025-01-07
T11131,EMP10067,,Training Program Fee,2358,2025-03-06
T11132,EMP10372,,Subscription,1984,2024-03-23
T11133,EMP10450,,Employer Contract,37323,2024-11-23
T11134,EMP10039,,Training Program Fee,1649,2024-05-27
T11135,EMP10234,JS10416,Subscription,1807,2025-01-05
T11136,EMP10374,,Subscription,1913,2024-12-02
T11137,EMP10439,,Job Placement Fee,9703,2024-06-16
T11138,EMP10007,JS18505,Employer Contract,40422,2024-03-19
T11139,EMP10414,,Subscription,2865,2024-07-22
T11140,EMP10199,,Employer Contract,22521,2024-09-09
T11141,EMP10178,,Job Placement Fee,5635,2024-05-29
T11142,EMP10497,JS14484,Job Placement Fee,6505,2025-02-26
T11143,EMP10130,,Subscription,1734,2025-02-22
T11144,EMP10361,JS10475,Employer Contract,35003,2024-08-13
T11145,EMP10091,JS14880,Subscription,1255,2024-10-07
T11146,EMP10275,JS18450,Job Placement Fee,8603,2025-02-25
T11147,EMP10324,,Training Program Fee,4237,2025-02-03
T11148,EMP10053,JS14696,Employer Contract,44279,2024-12-19
T11149,EMP10097,JS19696,Subscription,2524,2024-10-22
T11150,EMP10019,,Job Placement Fee,7961,2024-04-17
T11151,EMP10235,JS17532,Subscription,1688,2025-03-04
T11152,EMP10402,,Training Program Fee,1818,2024-03-30
T11153,EMP10421,JS18298,Job Placement Fee,5381,2024-09-28
T11154,EMP10212,JS14986,Job Placement Fee,6190,2025-02-10
T11155,EMP10299,,Job Placement Fee,7791,2024-12-25
T11156,EMP10323,JS13324,Subscription,2028,2024-03-18
T11157,EMP10494,,Training Program Fee,3976,2024-07-02
T11158,EMP10456,,Training Program Fee,2235,2025-01-19
T11159,EMP10226,JS19607,Job Placement Fee,9984,2024-04-22
T11160,EMP10123,JS19765,Subscription,1745,2024-12-10
T11161,EMP10237,JS12372,Subscription,2696,2024-11-27
T11162,EMP10285,JS18261,Employer Contract,17498,2024-09-19
T11163,EMP10373,JS17602,Subscription,1378,2025-02-17
T11164,EMP10418,,Training Program Fee,4672,2024-07-10
T11165,EMP10019,JS18001,Job Placement Fee,8416,2024-08-24
T11166,EMP10440,,Subscription,1142,2024-11-08
T11167,EMP10288,JS17928,Job Placement Fee,9198,2024-11-14
T11168,EMP10383,JS14563,Job Placement Fee,6251,2024-06-26
T11169,EMP10064,JS16881,Job Placement Fee,4093,2025-02-19
T11170,EMP10458,,Job Placement Fee,3239,2024-06-02
T11171,EMP10303,,Training Program Fee,4016,2024-03-23
T11172,EMP10464,JS12379,Training Program Fee,4749,2024-09-11
T11173,EMP10016,,Training Program Fee,4169,2025-02-06
T11174,EMP10310,,Job Placement Fee,8428,2024-12-13
T11175,EMP10488,,Training Program Fee,2935,2025-02-28
T11176,EMP10251,JS10694,Subscription,2003,2024-05-12
T11177,EMP10471,JS16914,Subscription,1988,2025-01-17
T11178,EMP10178,JS17064,Employer Contract,23749,2024-04-20
T11179,EMP10230,,Subscription,1051,2025-02-22
T11180,EMP10126,,Training Program Fee,4440,2024-12-01
T11181,EMP10156,,Job Placement Fee,4432,2024-09-22
T11182,EMP10120,,Training Program Fee,4124,2024-11-22
T11183,EMP10348,JS10015,Employer Contract,24384,2025-01-12
T11184,EMP10008,,Training Program Fee,2241,2024-09-23
T11185,EMP10427,JS10606,Job Placement Fee,4400,2024-09-04
T11186,EMP10222,,Subscription,2880,2024-11-23
T11187,EMP10058,JS11358,Training Program Fee,4498,2024-09-03
T11188,EMP10027,JS12781,Employer Contract,43143,2025-01-16
T11189,EMP10316,JS16171,Job Placement Fee,4504,2024-04-06
T11190,EMP10460,JS14387,Employer Contract,34193,2024-11-29
T11191,EMP10232,,Subscription,2590,2024-12-15
T11192,EMP10477,,Employer Contract,11167,2024-08-22
T11193,EMP10277,JS12135,Subscription,1679,2025-03-04
T11194,EMP10262,,Employer Contract,44143,2024-10-20
T11195,EMP10474,JS17221,Employer Contract,48853,2024-10-25
T11196,EMP10157,,Subscription,2236,2024-04-19
T11197,EMP10097,,Subscription,2372,2024-08-08
T11198,EMP10458,,Job Placement Fee,9900,2024-07-13
T11199,EMP10305,JS16151,Subscription,1727,2024-09-23
T11200,EMP10316,JS16274,Training Program Fee,2515,2024-09-06
T11201,EMP10245,JS11170,Training Program Fee,3114,2024-05-20
T11202,EMP10061,,Job Placement Fee,6524,2024-06-08
T11203,EMP10236,,Subscription,1641,2024-08-17
T11204,EMP10028,,Job Placement Fee,5831,2024-06-15
T11205,EMP10026,JS17200,Subscription,1139,2024-07-08
T11206,EMP10113,JS14717,Training Program Fee,1342,2025-01-01
T11207,EMP10222,,Employer Contract,31594,2024-04-07
T11208,EMP10125,,Employer Contract,30621,2024-04-26
T11209,EMP10177,JS17610,Training Program Fee,2780,2024-03-23
T11210,EMP10141,,Subscription,1708,2024-06-21
T11211,EMP10392,JS19088,Subscription,2290,2024-10-05
T11212,EMP10388,,Training Program Fee,776,2025-02-07
T11213,EMP10046,JS18487,Training Program Fee,1875,2024-07-17
T11214,EMP10103,,Training Program Fee,3507,2024-08-28
T11215,EMP10349,,Subscription,2093,2024-10-12
T11216,EMP10213,,Employer Contract,10545,2025-03-02
T11217,EMP10196,JS11978,Job Placement Fee,5293,2024-12-13
T11218,EMP10178,JS16534,Employer Contract,16202,2024-08-20
T11219,EMP10042,JS10478,Training Program Fee,3153,2024-09-01
T11220,EMP10188,JS11687,Job Placement Fee,7519,2025-03-08
T11221,EMP10496,,Job Placement Fee,5407,2025-02-28
T11222,EMP10206,,Employer Contract,37747,2024-04-22
T11223,EMP10439,,Subscription,1983,2025-03-11
T11224,EMP10340,,Job Placement Fee,3538,2024-05-06
T11225,EMP10499,JS10658,Employer Contract,24013,2024-08-07
T11226,EMP10279,JS10400,Subscription,2999,2024-07-16
T11227,EMP10127,,Training Program Fee,4547,2025-01-19
T11228,EMP10274,JS13995,Subscription,2198,2024-09-12
T11229,EMP10362,,Job Placement Fee,6942,2024-12-05
T11230,EMP10350,,Subscription,2356,2024-05-12
T11231,EMP10272,JS11063,Job Placement Fee,8642,2024-10-10
T11232,EMP10198,JS10109,Job Placement Fee,5539,2025-01-28
T11233,EMP10171,JS18906,Job Placement Fee,2255,2024-04-05
T11234,EMP10140,,Training Program Fee,1333,2024-10-11
T11235,EMP10169,JS17730,Job Placement Fee,2167,2024-05-05
T11236,EMP10316,JS18333,Subscription,2794,2025-01-31
T11237,EMP10042,JS10961,Training Program Fee,581,2025-01-04
T11238,EMP10027,,Employer Contract,31469,2024-10-24
T11239,EMP10487,,Job Placement Fee,7346,2025-01-31
T11240,EMP10459,JS18906,Subscription,2930,2024-04-25
T11241,EMP10273,,Job Placement Fee,7344,2024-05-14
T11242,EMP10168,,Employer Contract,19471,2025-02-03
T11243,EMP10117,JS15672,Employer Contract,23237,2024-09-17
T11244,EMP10333,JS19981,Training Program Fee,2225,2024-12-30
T11245,EMP10091,,Job Placement Fee,9558,2024-10-15
T11246,EMP10090,,Training Program Fee,559,2024-11-08
T11247,EMP10073,JS13324,Training Program Fee,635,2024-11-15
T11248,EMP10113,JS11197,Training Program Fee,1606,2025-02-03
T11249,EMP10072,,Subscription,2503,2024-10-04
T11250,EMP10299,JS14183,Subscription,2941,2024-09-24
T11251,EMP10338,JS18135,Training Program Fee,597,2024-07-31
T11252,EMP10312,,Job Placement Fee,2991,2025-02-28
T11253,EMP10434,JS17290,Job Placement Fee,8612,2024-11-17
T11254,EMP10375,,Subscription,1858,2024-05-13
T11255,EMP10427,JS18646,Employer Contract,32252,2024-06-19
T11256,EMP10107,,Training Program Fee,2877,2024-10-21
T11257,EMP10329,,Training Program Fee,3372,2024-11-27
T11258,EMP10350,,Employer Contract,24359,2024-10-23
T11259,EMP10236,JS11144,Job Placement Fee,6156,2024-04-04
T11260,EMP10393,,Job Placement Fee,3631,2024-11-08
T11261,EMP10103,,Subscription,2776,2025-02-15
T11262,EMP10043,JS13483,Subscription,2444,2024-08-15
T11263,EMP10169,JS10360,Employer Contract,13942,2024-03-21
T11264,EMP10114,JS16129,Job Placement Fee,9359,2024-11-13
T11265,EMP10488,,Job Placement Fee,5236,2024-10-02
T11266,EMP10122,,Subscription,2139,2024-07-02
T11267,EMP10390,,Employer Contract,33191,2024-04-18
T11268,EMP10351,,Training Program Fee,3879,2024-12-15
T11269,EMP10420,,Employer Contract,25802,2024-12-06
T11270,EMP10007,JS12059,Subscription,2606,2024-07-24
T11271,EMP10448,JS17218,Training Program Fee,2028,2024-11-29
T11272,EMP10479,JS19976,Training Program Fee,4188,2024-10-14
T11273,EMP10070,,Subscription,1053,2025-01-07
T11274,EMP10067,JS14955,Job Placement Fee,2133,2024-07-18
T11275,EMP10303,,Employer Contract,15327,2025-02-14
T11276,EMP10438,,Job Placement Fee,8380,2024-07-31
T11277,EMP10097,,Employer Contract,10740,2024-05-25
T11278,EMP10297,,Subscription,1720,2024-09-07
T11279,EMP10217,JS19136,Employer Contract,34892,2024-12-13
T11280,EMP10142,,Employer Contract,49738,2024-06-07
T11281,EMP10348,,Job Placement Fee,8214,2024-04-03
T11282,EMP10430,JS13456,Job Placement Fee,3820,2024-12-10
T11283,EMP10084,,Training Program Fee,2890,2025-01-13
T11284,EMP10154,JS12731,Job Placement Fee,3736,2024-06-27
T11285,EMP10281,JS13341,Training Program Fee,1546,2024-06-02
T11286,EMP10048,,Training Program Fee,805,2024-09-03
T11287,EMP10458,JS10825,Employer Contract,20854,2025-02-23
T11288,EMP10321,JS10024,Training Program Fee,736,2024-08-19
T11289,EMP10389,JS13257,Job Placement Fee,6762,2024-05-28
T11290,EMP10175,,Subscription,2315,2024-04-28
T11291,EMP10095,JS10392,Subscription,1728,2024-10-02
T11292,EMP10080,JS12822,Employer Contract,33409,2024-07-13
T11293,EMP10203,,Job Placement Fee,6189,2024-08-01
T11294,EMP10224,JS12656,Training Program Fee,1459,2024-10-16
T11295,EMP10138,JS17863,Employer Contract,29770,2024-08-14
T11296,EMP10120,JS14024,Job Placement Fee,4871,2024-09-18
T11297,EMP10118,,Subscription,1270,2024-03-19
T11298,EMP10489,JS13871,Job Placement Fee,2286,2024-09-18
T11299,EMP10379,,Subscription,1782,2025-01-24
T11300,EMP10395,JS13056,Employer Contract,18989,2024-04-27
T11301,EMP10237,,Subscription,2851,2024-08-27
T11302,EMP10199,JS14240,Job Placement Fee,3896,2024-12-27
T11303,EMP10491,,Employer Contract,19585,2024-11-07
T11304,EMP10452,JS18175,Employer Contract,35753,2025-01-29
T11305,EMP10318,,Job Placement Fee,8514,2024-06-18
T11306,EMP10160,JS14871,Job Placement Fee,2832,2024-06-18
T11307,EMP10122,,Subscription,2431,2024-10-09
T11308,EMP10290,JS16029,Training Program Fee,2155,2024-12-11
T11309,EMP10371,,Job Placement Fee,6214,2025-03-04
T11310,EMP10480,,Training Program Fee,4888,2025-02-03
T11311,EMP10459,JS18796,Employer Contract,36973,2024-04-17
T11312,EMP10347,JS10133,Training Program Fee,4965,2024-06-24
T11313,EMP10402,JS11131,Training Program Fee,918,2024-12-27
T11314,EMP10026,,Job Placement Fee,5310,2024-07-07
T11315,EMP10138,,Employer Contract,16091,2024-03-11
T11316,EMP10445,,Employer Contract,47187,2024-03-12
T11317,EMP10443,JS18854,Subscription,2694,2024-04-02
T11318,EMP10017,JS12219,Job Placement Fee,6241,2024-12-25
T11319,EMP10240,JS16015,Job Placement Fee,7949,2024-12-21
T11320,EMP10344,,Employer Contract,20791,2024-06-24
T11321,EMP10408,JS15944,Employer Contract,10575,2024-03-25
T11322,EMP10070,,Job Placement Fee,5373,2025-01-09
T11323,EMP10297,,Job Placement Fee,9417,2024-08-30
T11324,EMP10220,,Training Program Fee,3305,2024-08-01
T11325,EMP10324,JS16293,Training Program Fee,1670,2024-08-17
T11326,EMP10140,,Subscription,2578,2024-03-28
T11327,EMP10096,,Employer Contract,33841,2024-05-07
T11328,EMP10213,JS18046,Subscription,1262,2024-06-11
T11329,EMP10424,,Training Program Fee,3268,2025-01-05
T11330,EMP10340,JS11377,Subscription,1270,2025-02-08
T11331,EMP10239,JS19003,Employer Contract,39842,2024-04-27
T11332,EMP10481,,Training Program Fee,4327,2024-03-30
T11333,EMP10022,,Employer Contract,28233,2024-12-18
T11334,EMP10195,JS13666,Employer Contract,24846,2024-08-22
T11335,EMP10207,JS18199,Employer Contract,29049,2024-07-10
T11336,EMP10258,,Job Placement Fee,5458,2025-01-06
T11337,EMP10373,,Employer Contract,10310,2024-03-26
T11338,EMP10314,,Training Program Fee,3658,2024-08-30
T11339,EMP10016,JS18311,Subscription,2877,2025-01-03
T11340,EMP10329,JS17332,Job Placement Fee,2881,2024-11-01
T11341,EMP10014,JS14855,Job Placement Fee,9297,2024-09-15
T11342,EMP10395,JS13185,Training Program Fee,3423,2024-05-11
T11343,EMP10347,,Subscription,2153,2024-10-23
T11344,EMP10321,,Job Placement Fee,2507,2024-08-17
T11345,EMP10400,,Job Placement Fee,4331,2024-09-30
T11346,EMP10271,JS19898,Employer Contract,35388,2024-12-23
T11347,EMP10354,,Employer Contract,27179,2024-05-12
T11348,EMP10038,,Training Program Fee,2771,2024-05-18
T11349,EMP10369,JS12367,Subscription,2952,2024-12-20
T11350,EMP10031,JS11350,Training Program Fee,1984,2024-10-15
T11351,EMP10412,,Subscription,2457,2024-09-22
T11352,EMP10083,,Employer Contract,19453,2024-11-22
T11353,EMP10355,JS16748,Subscription,1908,2025-02-22
T11354,EMP10267,,Training Program Fee,3830,2024-07-17
T11355,EMP10250,JS17441,Subscription,2450,2024-12-26
T11356,EMP10191,,Subscription,1459,2025-01-12
T11357,EMP10233,,Employer Contract,31895,2024-07-07
T11358,EMP10304,,Job Placement Fee,9310,2024-05-09
T11359,EMP10421,,Subscription,2423,2024-09-03
T11360,EMP10068,JS18499,Job Placement Fee,6343,2025-03-04
T11361,EMP10377,JS17102,Training Program Fee,2283,2024-05-30
T11362,EMP10247,,Subscription,1535,2024-12-24
T11363,EMP10492,JS16747,Subscription,2477,2024-06-22
T11364,EMP10110,JS16315,Job Placement Fee,3919,2024-06-19
T11365,EMP10216,JS13641,Subscription,1631,2024-10-25
T11366,EMP10025,JS16420,Training Program Fee,876,2024-12-12
T11367,EMP10360,,Training Program Fee,4912,2024-09-15
T11368,EMP10081,,Job Placement Fee,5945,2024-10-20
T11369,EMP10159,,Employer Contract,36782,2025-01-24
T11370,EMP10094,,Employer Contract,15839,2024-12-23
T11371,EMP10331,JS12344,Employer Contract,32515,2024-10-29
T11372,EMP10310,,Job Placement Fee,7943,2024-05-07
T11373,EMP10067,JS11195,Employer Contract,15501,2025-02-22
T11374,EMP10140,JS15759,Training Program Fee,3307,2025-02-09
T11375,EMP10440,,Employer Contract,17680,2024-08-03
T11376,EMP10130,JS13569,Training Program Fee,3328,2024-04-24
T11377,EMP10032,JS16264,Training Program Fee,792,2025-01-14
T11378,EMP10180,JS13167,Employer Contract,14907,2025-02-05
T11379,EMP10186,,Training Program Fee,4951,2024-11-15
T11380,EMP10098,JS14643,Training Program Fee,4736,2025-03-03
T11381,EMP10128,JS12220,Subscription,1124,2024-10-28
T11382,EMP10217,JS17904,Job Placement Fee,4253,2024-09-13
T11383,EMP10310,,Subscription,1596,2024-12-03
T11384,EMP10074,JS11751,Subscription,2810,2024-05-25
T11385,EMP10433,,Training Program Fee,1578,2025-01-20
T11386,EMP10161,JS13715,Employer Contract,14556,2024-08-17
T11387,EMP10238,,Subscription,2202,2024-08-16
T11388,EMP10500,,Training Program Fee,1153,2024-11-11
T11389,EMP10496,,Subscription,1121,2025-01-25
T11390,EMP10019,JS14716,Employer Contract,35783,2025-02-14
T11391,EMP10007,,Job Placement Fee,3304,2024-07-13
T11392,EMP10389,JS11981,Subscription,1348,2024-06-26
T11393,EMP10435,JS18816,Employer Contract,11059,2024-08-30
T11394,EMP10082,JS10567,Employer Contract,22864,2024-12-20
T11395,EMP10047,JS11920,Job Placement Fee,8204,2025-03-10
T11396,EMP10410,,Subscription,1251,2024-07-31
T11397,EMP10244,,Subscription,2476,2024-09-24
T11398,EMP10095,JS16589,Job Placement Fee,5015,2025-02-24
T11399,EMP10211,JS19100,Subscription,1558,2025-01-29
T11400,EMP10345,JS15540,Job Placement Fee,4329,2024-09-06
T11401,EMP10392,JS19419,Subscription,1010,2025-01-29
T11402,EMP10396,,Training Program Fee,4741,2024-10-14
T11403,EMP10181,JS17993,Employer Contract,49631,2024-12-08
T11404,EMP10089,,Job Placement Fee,6330,2025-03-11
T11405,EMP10496,,Job Placement Fee,8638,2024-11-25
T11406,EMP10395,JS13305,Subscription,1478,2024-12-18
T11407,EMP10181,,Training Program Fee,1460,2024-06-13
T11408,EMP10121,JS11927,Job Placement Fee,7691,2024-11-24
T11409,EMP10073,,Subscription,2526,2024-09-15
T11410,EMP10027,JS14685,Employer Contract,30288,2025-02-27
T11411,EMP10248,,Training Program Fee,660,2024-04-05
T11412,EMP10144,,Subscription,2243,2025-02-27
T11413,EMP10368,JS13917,Job Placement Fee,7991,2024-04-03
T11414,EMP10109,JS17778,Job Placement Fee,5314,2025-01-31
T11415,EMP10037,,Employer Contract,10096,2024-12-08
T11416,EMP10084,,Subscription,1899,2024-07-14
T11417,EMP10027,,Employer Contract,28519,2024-05-22
T11418,EMP10438,JS13437,Job Placement Fee,7750,2024-10-24
T11419,EMP10390,JS17211,Subscription,2727,2024-12-25
T11420,EMP10369,,Employer Contract,10807,2024-12-06
T11421,EMP10198,,Training Program Fee,3709,2024-05-05
T11422,EMP10012,JS14657,Training Program Fee,3893,2024-07-26
T11423,EMP10112,JS18004,Employer Contract,12509,2024-11-17
T11424,EMP10423,,Employer Contract,17004,2024-12-13
T11425,EMP10229,JS14865,Employer Contract,14896,2024-10-26
T11426,EMP10126,,Training Program Fee,3088,2024-04-01
T11427,EMP10279,,Training Program Fee,3378,2025-01-14
T11428,EMP10177,JS13737,Subscription,1421,2024-08-25
T11429,EMP10127,,Job Placement Fee,8950,2024-12-05
T11430,EMP10198,,Subscription,1980,2025-01-18
T11431,EMP10319,,Job Placement Fee,4313,2024-09-19
T11432,EMP10440,,Job Placement Fee,9482,2024-09-05
T11433,EMP10028,JS13535,Job Placement Fee,2021,2024-04-26
T11434,EMP10163,,Employer Contract,11831,2024-10-13
T11435,EMP10239,,Job Placement Fee,4090,2024-07-14
T11436,EMP10003,,Subscription,2036,2024-05-25
T11437,EMP10242,JS17106,Job Placement Fee,5942,2024-12-13
T11438,EMP10487,,Training Program Fee,1697,2024-08-13
T11439,EMP10414,JS19834,Training Program Fee,936,2024-03-11
T11440,EMP10024,,Job Placement Fee,4284,2025-01-03
T11441,EMP10311,,Training Program Fee,1458,2024-11-12
T11442,EMP10354,JS15719,Job Placement Fee,6701,2024-04-21
T11443,EMP10468,,Employer Contract,40332,2024-09-11
T11444,EMP10321,JS18535,Training Program Fee,3653,2024-07-01
T11445,EMP10475,,Subscription,2232,2025-03-06
T11446,EMP10006,,Subscription,2299,2024-06-06
T11447,EMP10058,JS17002,Job Placement Fee,3809,2024-12-08
T11448,EMP10464,JS12544,Training Program Fee,2216,2024-03-18
T11449,EMP10285,,Training Program Fee,1996,2024-06-18
T11450,EMP10124,JS17510,Employer Contract,31355,2024-04-03
T11451,EMP10350,JS12227,Subscription,2417,2025-03-05
T11452,EMP10020,JS12164,Employer Contract,11843,2024-05-11
T11453,EMP10336,JS18907,Subscription,1310,2024-07-25
T11454,EMP10024,JS16578,Employer Contract,38920,2024-08-04
T11455,EMP10257,JS17622,Subscription,1251,2025-01-13
T11456,EMP10099,,Employer Contract,42941,2024-04-02
T11457,EMP10109,,Training Program Fee,512,2024-03-29
T11458,EMP10475,JS16966,Training Program Fee,1565,2024-07-02
T11459,EMP10319,JS18326,Subscription,1724,2024-04-26
T11460,EMP10227,JS19603,Training Program Fee,3782,2024-05-28
T11461,EMP10241,,Job Placement Fee,5535,2025-02-23
T11462,EMP10386,JS18099,Employer Contract,10538,2024-04-18
T11463,EMP10002,JS11260,Employer Contract,13668,2024-08-16
T11464,EMP10133,JS19148,Job Placement Fee,2723,2024-11-30
T11465,EMP10183,,Job Placement Fee,4893,2024-08-12
T11466,EMP10499,,Job Placement Fee,8161,2025-02-02
T11467,EMP10186,,Training Program Fee,3538,2024-09-18
T11468,EMP10346,JS18878,Employer Contract,46355,2024-09-07
T11469,EMP10152,,Employer Contract,31519,2024-07-25
T11470,EMP10205,JS11037,Subscription,2938,2024-05-07
T11471,EMP10269,JS17394,Subscription,1057,2024-09-13
T11472,EMP10051,,Training Program Fee,2031,2025-01-06
T11473,EMP10402,JS19351,Job Placement Fee,9909,2024-03-11
T11474,EMP10361,JS15818,Training Program Fee,3499,2024-08-28
T11475,EMP10077,JS16669,Training Program Fee,4002,2024-04-22
T11476,EMP10027,JS13011,Employer Contract,47534,2024-05-10
T11477,EMP10483,,Employer Contract,10472,2025-02-16
T11478,EMP10036,,Training Program Fee,3062,2024-08-31
T11479,EMP10375,,Job Placement Fee,7790,2024-10-20
T11480,EMP10384,,Employer Contract,25456,2024-12-10
T11481,EMP10369,JS15039,Employer Contract,42526,2024-12-21
T11482,EMP10367,JS13836,Employer Contract,21993,2024-12-03
T11483,EMP10163,,Job Placement Fee,3291,2024-09-09
T11484,EMP10487,JS16602,Employer Contract,19331,2024-04-19
T11485,EMP10302,,Training Program Fee,4606,2024-08-28
T11486,EMP10084,JS10807,Subscription,1315,2024-08-24
T11487,EMP10278,JS15674,Training Program Fee,1307,2024-06-01
T11488,EMP10352,JS17490,Training Program Fee,3254,2024-12-23
T11489,EMP10308,JS13315,Training Program Fee,3385,2024-07-15
T11490,EMP10439,,Job Placement Fee,7293,2024-03-14
T11491,EMP10395,JS11386,Employer Contract,43407,2024-08-17
T11492,EMP10074,JS13432,Job Placement Fee,3501,2025-02-13
T11493,EMP10456,JS15313,Employer Contract,31356,2025-01-14
T11494,EMP10467,JS19733,Training Program Fee,4500,2024-12-31
T11495,EMP10138,JS16532,Job Placement Fee,6452,2024-07-03
T11496,EMP10185,JS12221,Subscription,1322,2024-05-19
T11497,EMP10393,,Job Placement Fee,4177,2024-12-06
T11498,EMP10392,,Training Program Fee,3095,2024-09-05
T11499,EMP10113,,Employer Contract,49013,2024-05-11
T11500,EMP10416,JS19865,Job Placement Fee,5808,2024-10-18
T11501,EMP10084,,Subscription,1126,2024-12-15
T11502,EMP10128,JS17962,Training Program Fee,4384,2024-11-01
T11503,EMP10101,JS10787,Job Placement Fee,4826,2025-03-02
T11504,EMP10463,,Subscription,2878,2024-03-20
T11505,EMP10250,,Subscription,1579,2024-12-03
T11506,EMP10370,,Job Placement Fee,3006,2024-07-03
T11507,EMP10275,JS18951,Subscription,2093,2024-05-31
