application_id,jobseeker_id,job_role,industry,employer_id,application_date,status
A11694,JS13704,Marketing Specialist,Marketing,EMP10092,2025-02-28,Rejected
A11695,JS18595,Medical Assistant,Healthcare,EMP10363,2024-08-12,Accepted
A11696,JS18905,Quality Engineer,Manufacturing,EMP10373,2024-12-30,Accepted
A11697,JS17467,Librarian,Education,EMP10179,2024-04-22,Rejected
A11698,JS17251,Data Analyst,IT,EMP10335,2024-12-16,Accepted
A11699,JS16750,Financial Analyst,Finance,EMP10009,2024-03-12,Accepted
A11700,JS12692,Teacher,Education,EMP10321,2024-06-09,Rejected
A11701,JS10087,Librarian,Education,EMP10500,2024-08-28,Accepted
A11702,JS16917,Medical Assistant,Healthcare,EMP10052,2024-12-15,Rejected
A11703,JS18190,Brand Manager,Marketing,EMP10407,2024-08-17,Accepted
A11704,JS16573,Sales Associate,Retail,EMP10106,2024-05-30,Rejected
A11705,JS15743,Investment Banker,Finance,EMP10471,2025-01-01,Accepted
A11706,JS16855,Marketing Specialist,Marketing,EMP10463,2024-05-12,Pending
A11707,JS11566,Nurse,Healthcare,EMP10497,2024-10-25,Rejected
A11708,JS13125,Cybersecurity Specialist,IT,EMP10014,2024-07-02,Accepted
A11709,JS18536,Librarian,Education,EMP10198,2024-03-11,Accepted
A11710,JS10449,Cybersecurity Specialist,IT,EMP10421,2024-06-05,Rejected
A11711,JS16217,Nurse,Healthcare,EMP10239,2025-01-28,Accepted
A11712,JS11008,Sales Associate,Retail,EMP10316,2025-01-12,Rejected
A11713,JS15500,Data Analyst,IT,EMP10026,2024-09-24,Pending
A11714,JS19101,Store Manager,Retail,EMP10390,2025-01-23,Accepted
A11715,JS11141,Supply Chain Analyst,Manufacturing,EMP10036,2024-12-18,Rejected
A11716,JS19723,Marketing Specialist,Marketing,EMP10017,2024-03-23,Rejected
A11717,JS16153,Quality Engineer,Manufacturing,EMP10123,2024-07-07,Accepted
A11718,JS17525,SEO Analyst,Marketing,EMP10449,2024-06-02,Rejected
A11719,JS15067,Financial Analyst,Finance,EMP10119,2024-09-17,Rejected
A11720,JS12352,Accountant,Finance,EMP10172,2024-06-18,Rejected
A11721,JS17923,Sales Associate,Retail,EMP10257,2024-04-14,Rejected
A11722,JS11415,Nurse,Healthcare,EMP10113,2024-11-08,Rejected
A11723,JS12918,Financial Analyst,Finance,EMP10429,2024-05-10,Rejected
A11724,JS14708,Nurse,Healthcare,EMP10148,2024-08-27,Accepted
A11725,JS12643,Supply Chain Analyst,Manufacturing,EMP10322,2024-11-03,Pending
A11726,JS14108,Brand Manager,Marketing,EMP10416,2025-02-20,Rejected
A11727,JS14289,Data Analyst,IT,EMP10413,2025-01-24,Rejected
A11728,JS16808,SEO Analyst,Marketing,EMP10349,2024-10-10,Rejected
A11729,JS16678,Sales Associate,Retail,EMP10499,2025-03-10,Rejected
A11730,JS17684,Merchandiser,Retail,EMP10164,2024-03-14,Accepted
A11731,JS11495,Librarian,Education,EMP10240,2024-09-26,Rejected
A11732,JS10719,Software Engineer,IT,EMP10313,2024-12-19,Accepted
A11733,JS10074,Supply Chain Analyst,Manufacturing,EMP10122,2024-08-03,Accepted
A11734,JS10360,Financial Analyst,Finance,EMP10167,2024-07-12,Pending
A11735,JS15809,Supply Chain Analyst,Manufacturing,EMP10311,2024-07-12,Accepted
A11736,JS12254,Data Analyst,IT,EMP10464,2025-02-07,Accepted
A11737,JS11735,Pharmacist,Healthcare,EMP10006,2024-04-26,Rejected
A11738,JS19508,SEO Analyst,Marketing,EMP10133,2024-03-16,Pending
A11739,JS13138,Cybersecurity Specialist,IT,EMP10070,2024-09-30,Accepted
A11740,JS13644,Pharmacist,Healthcare,EMP10063,2024-08-18,Rejected
A11741,JS10263,Pharmacist,Healthcare,EMP10375,2025-01-06,Rejected
A11742,JS15364,Nurse,Healthcare,EMP10081,2025-02-05,Rejected
A11743,JS12497,Investment Banker,Finance,EMP10034,2024-04-19,Accepted
A11744,JS12665,Production Manager,Manufacturing,EMP10128,2024-11-04,Pending
A11745,JS14664,Nurse,Healthcare,EMP10382,2025-01-25,Pending
A11746,JS15015,Merchandiser,Retail,EMP10159,2024-10-27,Rejected
A11747,JS14567,Brand Manager,Marketing,EMP10296,2024-09-06,Accepted
A11748,JS11829,Teacher,Education,EMP10256,2025-03-02,Rejected
A11749,JS13323,Data Analyst,IT,EMP10125,2024-03-12,Rejected
A11750,JS13707,Investment Banker,Finance,EMP10317,2025-02-10,Rejected
A11751,JS16074,Quality Engineer,Manufacturing,EMP10104,2024-09-19,Rejected
A11752,JS18998,Financial Analyst,Finance,EMP10054,2025-02-03,Rejected
A11753,JS11598,Merchandiser,Retail,EMP10422,2024-12-17,Rejected
A11754,JS12744,Merchandiser,Retail,EMP10436,2024-12-25,Accepted
A11755,JS13159,Librarian,Education,EMP10217,2024-09-22,Rejected
A11756,JS14489,Investment Banker,Finance,EMP10059,2024-05-30,Rejected
A11757,JS10924,Cybersecurity Specialist,IT,EMP10474,2024-11-08,Rejected
A11758,JS12138,Supply Chain Analyst,Manufacturing,EMP10270,2025-01-12,Rejected
A11759,JS11075,Accountant,Finance,EMP10331,2024-05-30,Rejected
A11760,JS12411,Teacher,Education,EMP10209,2024-11-29,Accepted
A11761,JS11817,Store Manager,Retail,EMP10249,2024-04-11,Accepted
A11762,JS13608,Sales Associate,Retail,EMP10072,2024-06-10,Rejected
A11763,JS13184,Production Manager,Manufacturing,EMP10105,2024-04-29,Rejected
A11764,JS16982,Accountant,Finance,EMP10260,2024-11-07,Rejected
A11765,JS16014,Software Engineer,IT,EMP10062,2024-07-07,Rejected
A11766,JS16577,Investment Banker,Finance,EMP10105,2024-03-23,Accepted
A11767,JS11628,Store Manager,Retail,EMP10189,2024-05-14,Accepted
A11768,JS12215,Financial Analyst,Finance,EMP10429,2024-11-28,Rejected
A11769,JS15132,Quality Engineer,Manufacturing,EMP10059,2024-09-09,Rejected
A11770,JS10662,Academic Counselor,Education,EMP10110,2025-01-13,Rejected
A11771,JS10935,Data Analyst,IT,EMP10266,2024-07-31,Rejected
A11772,JS16572,Accountant,Finance,EMP10298,2024-10-25,Rejected
A11773,JS14878,Financial Analyst,Finance,EMP10225,2024-07-01,Accepted
A11774,JS17128,Sales Associate,Retail,EMP10169,2024-05-20,Accepted
A11775,JS10519,Investment Banker,Finance,EMP10113,2024-07-28,Rejected
A11776,JS13532,Sales Associate,Retail,EMP10343,2025-02-24,Pending
A11777,JS14385,Nurse,Healthcare,EMP10010,2024-03-27,Rejected
A11778,JS14465,Cybersecurity Specialist,IT,EMP10422,2024-04-05,Accepted
A11779,JS14975,Investment Banker,Finance,EMP10046,2025-02-18,Rejected
A11780,JS18941,Store Manager,Retail,EMP10262,2025-03-11,Rejected
A11781,JS10237,Production Manager,Manufacturing,EMP10025,2024-08-14,Rejected
A11782,JS11148,Academic Counselor,Education,EMP10455,2024-08-03,Pending
A11783,JS19984,Teacher,Education,EMP10466,2024-09-01,Pending
A11784,JS11145,Cybersecurity Specialist,IT,EMP10012,2024-07-30,Rejected
A11785,JS17396,Financial Analyst,Finance,EMP10053,2024-07-30,Accepted
A11786,JS11250,Supply Chain Analyst,Manufacturing,EMP10394,2024-07-13,Pending
A11787,JS18897,Marketing Specialist,Marketing,EMP10077,2024-09-11,Rejected
A11788,JS18745,Sales Associate,Retail,EMP10215,2024-07-06,Rejected
A11789,JS14308,Academic Counselor,Education,EMP10081,2024-09-29,Rejected
A11790,JS11141,Supply Chain Analyst,Manufacturing,EMP10475,2024-08-04,Rejected
A11791,JS10874,Brand Manager,Marketing,EMP10470,2024-06-01,Accepted
A11792,JS19983,Pharmacist,Healthcare,EMP10167,2024-11-12,Rejected
A11793,JS14953,Production Manager,Manufacturing,EMP10256,2024-05-07,Rejected
A11794,JS13853,Supply Chain Analyst,Manufacturing,EMP10308,2024-10-12,Accepted
A11795,JS10975,Librarian,Education,EMP10196,2024-04-07,Accepted
A11796,JS14932,SEO Analyst,Marketing,EMP10270,2024-03-15,Pending
A11797,JS18389,Marketing Specialist,Marketing,EMP10264,2024-12-02,Rejected
A11798,JS17499,Production Manager,Manufacturing,EMP10142,2025-02-26,Accepted
A11799,JS15124,Brand Manager,Marketing,EMP10244,2024-11-24,Rejected
A11800,JS12611,Production Manager,Manufacturing,EMP10105,2024-09-19,Rejected
A11801,JS12292,Supply Chain Analyst,Manufacturing,EMP10389,2024-11-26,Accepted
A11802,JS12884,Supply Chain Analyst,Manufacturing,EMP10310,2024-12-26,Accepted
A11803,JS16622,Store Manager,Retail,EMP10480,2024-12-29,Rejected
A11804,JS19735,Cybersecurity Specialist,IT,EMP10156,2024-03-12,Pending
A11805,JS15470,Store Manager,Retail,EMP10321,2025-01-09,Accepted
A11806,JS17410,Merchandiser,Retail,EMP10244,2024-07-21,Rejected
A11807,JS15688,Production Manager,Manufacturing,EMP10236,2024-08-11,Accepted
A11808,JS15945,Marketing Specialist,Marketing,EMP10299,2024-04-03,Rejected
A11809,JS12311,Nurse,Healthcare,EMP10472,2025-02-12,Accepted
A11810,JS10163,Nurse,Healthcare,EMP10455,2025-02-19,Accepted
A11811,JS17852,Supply Chain Analyst,Manufacturing,EMP10054,2024-07-20,Rejected
A11812,JS17969,Sales Associate,Retail,EMP10463,2024-07-11,Accepted
A11813,JS16704,Marketing Specialist,Marketing,EMP10373,2024-09-12,Accepted
A11814,JS12255,Merchandiser,Retail,EMP10400,2024-05-31,Pending
A11815,JS14917,Medical Assistant,Healthcare,EMP10280,2024-09-30,Accepted
A11816,JS12140,SEO Analyst,Marketing,EMP10062,2024-12-14,Accepted
A11817,JS18571,Production Manager,Manufacturing,EMP10203,2024-11-08,Rejected
A11818,JS10802,Software Engineer,IT,EMP10259,2025-01-01,Accepted
A11819,JS10589,Librarian,Education,EMP10051,2025-01-30,Pending
A11820,JS15636,Accountant,Finance,EMP10181,2024-06-29,Rejected
A11821,JS10556,Marketing Specialist,Marketing,EMP10046,2024-04-24,Rejected
A11822,JS15281,Quality Engineer,Manufacturing,EMP10483,2024-03-30,Pending
A11823,JS13471,Medical Assistant,Healthcare,EMP10264,2024-10-19,Pending
A11824,JS13405,Accountant,Finance,EMP10057,2024-08-15,Rejected
A11825,JS13141,Librarian,Education,EMP10157,2024-03-13,Rejected
A11826,JS15033,Merchandiser,Retail,EMP10482,2025-01-07,Rejected
A11827,JS16208,Nurse,Healthcare,EMP10374,2024-03-22,Rejected
A11828,JS13994,Sales Associate,Retail,EMP10433,2024-12-25,Pending
A11829,JS12012,Supply Chain Analyst,Manufacturing,EMP10229,2024-08-25,Accepted
A11830,JS19868,Academic Counselor,Education,EMP10038,2025-03-06,Accepted
A11831,JS18746,Librarian,Education,EMP10229,2024-08-05,Rejected
A11832,JS12970,Librarian,Education,EMP10491,2025-01-26,Pending
A11833,JS10096,Nurse,Healthcare,EMP10008,2024-04-25,Pending
A11834,JS17120,Merchandiser,Retail,EMP10259,2024-08-16,Rejected
A11835,JS16466,Marketing Specialist,Marketing,EMP10130,2025-02-15,Accepted
A11836,JS14268,Financial Analyst,Finance,EMP10062,2025-01-17,Rejected
A11837,JS15030,Accountant,Finance,EMP10112,2024-11-27,Rejected
A11838,JS12864,Accountant,Finance,EMP10486,2025-02-08,Rejected
A11839,JS11374,Medical Assistant,Healthcare,EMP10387,2024-04-05,Accepted
A11840,JS13902,Academic Counselor,Education,EMP10481,2024-11-22,Rejected
A11841,JS14889,Quality Engineer,Manufacturing,EMP10193,2024-07-22,Rejected
A11842,JS11448,Pharmacist,Healthcare,EMP10437,2024-05-25,Rejected
A11843,JS12331,Academic Counselor,Education,EMP10096,2024-04-10,Rejected
A11844,JS18236,Store Manager,Retail,EMP10162,2024-08-29,Rejected
A11845,JS11215,Store Manager,Retail,EMP10210,2024-08-04,Rejected
A11846,JS11033,Data Analyst,IT,EMP10088,2024-08-15,Rejected
A11847,JS11105,Software Engineer,IT,EMP10365,2024-03-19,Accepted
A11848,JS16722,Marketing Specialist,Marketing,EMP10481,2025-01-17,Rejected
A11849,JS11774,Pharmacist,Healthcare,EMP10023,2024-12-05,Rejected
A11850,JS15487,Accountant,Finance,EMP10052,2024-05-13,Rejected
A11851,JS17258,SEO Analyst,Marketing,EMP10415,2024-07-02,Pending
A11852,JS16728,Financial Analyst,Finance,EMP10473,2024-07-02,Rejected
A11853,JS14598,Marketing Specialist,Marketing,EMP10486,2024-12-05,Rejected
A11854,JS17842,Marketing Specialist,Marketing,EMP10062,2024-08-03,Rejected
A11855,JS11356,Cybersecurity Specialist,IT,EMP10297,2024-08-04,Rejected
A11856,JS14828,Nurse,Healthcare,EMP10020,2024-10-30,Rejected
A11857,JS14986,Marketing Specialist,Marketing,EMP10165,2024-09-06,Rejected
A11858,JS18303,Academic Counselor,Education,EMP10408,2024-12-08,Accepted
A11859,JS17240,Brand Manager,Marketing,EMP10330,2024-10-26,Accepted
A11860,JS13769,SEO Analyst,Marketing,EMP10332,2024-04-15,Rejected
A11861,JS11831,Cybersecurity Specialist,IT,EMP10171,2024-09-25,Accepted
A11862,JS13371,Accountant,Finance,EMP10331,2024-04-12,Accepted
A11863,JS14655,Production Manager,Manufacturing,EMP10370,2024-07-02,Accepted
A11864,JS12510,Medical Assistant,Healthcare,EMP10095,2024-06-01,Rejected
A11865,JS16846,Store Manager,Retail,EMP10154,2024-06-08,Accepted
A11866,JS19748,Supply Chain Analyst,Manufacturing,EMP10036,2024-12-30,Accepted
A11867,JS11684,Accountant,Finance,EMP10248,2024-12-04,Rejected
A11868,JS15711,Sales Associate,Retail,EMP10224,2025-02-22,Rejected
A11869,JS13162,Merchandiser,Retail,EMP10081,2025-02-15,Accepted
A11870,JS19619,Marketing Specialist,Marketing,EMP10009,2025-01-22,Accepted
A11871,JS10752,Financial Analyst,Finance,EMP10307,2024-08-08,Rejected
A11872,JS14532,Academic Counselor,Education,EMP10170,2025-02-10,Rejected
A11873,JS16216,Accountant,Finance,EMP10253,2024-11-06,Rejected
A11874,JS19554,Supply Chain Analyst,Manufacturing,EMP10080,2024-09-02,Rejected
A11875,JS16502,Financial Analyst,Finance,EMP10210,2024-07-16,Rejected
A11876,JS14427,Nurse,Healthcare,EMP10386,2024-09-04,Rejected
A11877,JS16420,Pharmacist,Healthcare,EMP10098,2024-07-18,Rejected
A11878,JS17123,Production Manager,Manufacturing,EMP10265,2025-02-02,Pending
A11879,JS15425,Store Manager,Retail,EMP10251,2025-01-12,Accepted
A11880,JS19303,Supply Chain Analyst,Manufacturing,EMP10135,2024-07-29,Pending
A11881,JS12172,Medical Assistant,Healthcare,EMP10361,2024-06-21,Accepted
A11882,JS17532,Investment Banker,Finance,EMP10114,2024-08-10,Accepted
A11883,JS17912,SEO Analyst,Marketing,EMP10345,2025-01-09,Accepted
A11884,JS19172,Academic Counselor,Education,EMP10357,2024-03-17,Rejected
A11885,JS15870,Pharmacist,Healthcare,EMP10117,2024-08-07,Rejected
A11886,JS16408,Sales Associate,Retail,EMP10127,2024-10-13,Rejected
A11887,JS10189,Merchandiser,Retail,EMP10311,2024-05-23,Rejected
A11888,JS10645,Librarian,Education,EMP10008,2024-06-23,Accepted
A11889,JS16313,Pharmacist,Healthcare,EMP10386,2025-01-05,Rejected
A11890,JS10569,Software Engineer,IT,EMP10048,2024-05-20,Rejected
A11891,JS19266,SEO Analyst,Marketing,EMP10029,2024-08-20,Accepted
A11892,JS15173,SEO Analyst,Marketing,EMP10289,2024-03-19,Rejected
A11893,JS19830,Sales Associate,Retail,EMP10402,2024-08-02,Pending
A11894,JS15309,Merchandiser,Retail,EMP10322,2024-05-25,Rejected
A11895,JS13594,Production Manager,Manufacturing,EMP10418,2024-06-10,Rejected
A11896,JS15787,Librarian,Education,EMP10415,2025-02-12,Accepted
A11897,JS17419,Cybersecurity Specialist,IT,EMP10330,2024-09-30,Accepted
A11898,JS14667,Pharmacist,Healthcare,EMP10235,2024-10-09,Rejected
A11899,JS10274,Data Analyst,IT,EMP10016,2024-05-11,Rejected
A11900,JS18317,Teacher,Education,EMP10069,2025-01-20,Rejected
A11901,JS16689,Academic Counselor,Education,EMP10491,2024-11-10,Accepted
A11902,JS10195,Merchandiser,Retail,EMP10012,2024-07-09,Accepted
A11903,JS13354,Quality Engineer,Manufacturing,EMP10212,2024-11-02,Rejected
A11904,JS17028,Librarian,Education,EMP10131,2024-12-09,Rejected
A11905,JS17060,Cybersecurity Specialist,IT,EMP10263,2024-10-25,Accepted
A11906,JS12266,Nurse,Healthcare,EMP10458,2024-08-27,Accepted
A11907,JS19657,Investment Banker,Finance,EMP10359,2024-10-25,Rejected
A11908,JS15130,Medical Assistant,Healthcare,EMP10399,2024-08-13,Rejected
A11909,JS10641,Software Engineer,IT,EMP10059,2024-08-04,Rejected
A11910,JS10686,Store Manager,Retail,EMP10030,2024-12-17,Pending
A11911,JS19786,Medical Assistant,Healthcare,EMP10394,2024-03-30,Rejected
A11912,JS14366,Marketing Specialist,Marketing,EMP10186,2024-10-09,Rejected
A11913,JS14501,Nurse,Healthcare,EMP10426,2024-12-09,Rejected
A11914,JS12756,Sales Associate,Retail,EMP10369,2025-01-08,Accepted
A11915,JS12597,Data Analyst,IT,EMP10019,2025-02-06,Rejected
A11916,JS10566,Production Manager,Manufacturing,EMP10092,2025-03-10,Rejected
A11917,JS17118,Financial Analyst,Finance,EMP10062,2024-12-17,Accepted
A11918,JS13242,Store Manager,Retail,EMP10123,2025-01-20,Rejected
A11919,JS16062,Nurse,Healthcare,EMP10408,2024-12-02,Rejected
A11920,JS11276,Sales Associate,Retail,EMP10021,2024-04-24,Accepted
A11921,JS10500,Sales Associate,Retail,EMP10475,2024-09-26,Rejected
A11922,JS15625,SEO Analyst,Marketing,EMP10279,2024-09-08,Rejected
A11923,JS15628,Cybersecurity Specialist,IT,EMP10338,2024-12-30,Accepted
A11924,JS13622,Teacher,Education,EMP10295,2024-07-13,Rejected
A11925,JS13247,Nurse,Healthcare,EMP10156,2024-09-27,Accepted
A11926,JS16960,Teacher,Education,EMP10280,2024-10-12,Rejected
A11927,JS17312,Financial Analyst,Finance,EMP10141,2024-03-25,Rejected
A11928,JS13026,Medical Assistant,Healthcare,EMP10133,2024-07-01,Accepted
A11929,JS10978,Marketing Specialist,Marketing,EMP10163,2024-04-21,Rejected
A11930,JS14800,Store Manager,Retail,EMP10033,2024-07-01,Rejected
A11931,JS15166,Marketing Specialist,Marketing,EMP10029,2024-11-14,Rejected
A11932,JS17189,Financial Analyst,Finance,EMP10034,2024-03-18,Rejected
A11933,JS13650,Accountant,Finance,EMP10442,2024-05-24,Rejected
A11934,JS18445,Accountant,Finance,EMP10387,2024-08-20,Accepted
A11935,JS12549,SEO Analyst,Marketing,EMP10326,2024-06-05,Rejected
A11936,JS14493,Financial Analyst,Finance,EMP10411,2025-03-10,Accepted
A11937,JS18364,Teacher,Education,EMP10388,2024-07-07,Accepted
A11938,JS16233,Data Analyst,IT,EMP10319,2024-10-01,Accepted
A11939,JS16222,Store Manager,Retail,EMP10210,2024-08-30,Rejected
A11940,JS10217,Academic Counselor,Education,EMP10155,2024-06-20,Accepted
A11941,JS15583,Investment Banker,Finance,EMP10409,2024-07-18,Rejected
A11942,JS11409,Quality Engineer,Manufacturing,EMP10391,2024-04-20,Rejected
A11943,JS16915,Data Analyst,IT,EMP10210,2024-05-03,Rejected
A11944,JS12467,Accountant,Finance,EMP10326,2025-01-16,Rejected
A11945,JS18376,Marketing Specialist,Marketing,EMP10311,2024-12-24,Rejected
A11946,JS11489,Quality Engineer,Manufacturing,EMP10254,2024-08-09,Rejected
A11947,JS15282,Brand Manager,Marketing,EMP10069,2024-04-26,Rejected
A11948,JS13024,Librarian,Education,EMP10100,2025-02-26,Rejected
A11949,JS11669,Academic Counselor,Education,EMP10305,2024-10-15,Accepted
A11950,JS12882,Pharmacist,Healthcare,EMP10074,2025-02-15,Rejected
A11951,JS17143,SEO Analyst,Marketing,EMP10468,2024-06-12,Rejected
A11952,JS18674,Quality Engineer,Manufacturing,EMP10277,2025-02-10,Accepted
A11953,JS16927,Data Analyst,IT,EMP10134,2024-09-01,Accepted
A11954,JS10799,Production Manager,Manufacturing,EMP10330,2024-11-03,Accepted
A11955,JS13436,Accountant,Finance,EMP10251,2024-04-01,Pending
A11956,JS11532,Investment Banker,Finance,EMP10244,2025-02-10,Rejected
A11957,JS11420,SEO Analyst,Marketing,EMP10090,2024-05-13,Rejected
A11958,JS13282,Quality Engineer,Manufacturing,EMP10201,2024-05-11,Accepted
A11959,JS12610,Merchandiser,Retail,EMP10077,2024-11-20,Accepted
A11960,JS13243,Financial Analyst,Finance,EMP10444,2024-12-24,Accepted
A11961,JS19891,Production Manager,Manufacturing,EMP10083,2025-02-21,Rejected
A11962,JS18865,Data Analyst,IT,EMP10418,2024-11-01,Pending
A11963,JS12117,Sales Associate,Retail,EMP10271,2024-05-30,Rejected
A11964,JS13343,Pharmacist,Healthcare,EMP10149,2025-02-15,Rejected
A11965,JS13125,Cybersecurity Specialist,IT,EMP10282,2024-03-19,Rejected
A11966,JS10917,Nurse,Healthcare,EMP10428,2024-10-30,Accepted
A11967,JS19538,Software Engineer,IT,EMP10056,2024-11-17,Rejected
A11968,JS18283,Teacher,Education,EMP10308,2024-12-03,Accepted
A11969,JS14562,Pharmacist,Healthcare,EMP10463,2024-07-02,Accepted
A11970,JS13353,Store Manager,Retail,EMP10382,2024-07-03,Rejected
A11971,JS15227,Marketing Specialist,Marketing,EMP10096,2024-06-02,Rejected
A11972,JS16228,Brand Manager,Marketing,EMP10199,2025-03-10,Rejected
A11973,JS15195,Nurse,Healthcare,EMP10379,2024-04-07,Rejected
A11974,JS11742,Investment Banker,Finance,EMP10106,2024-12-02,Accepted
A11975,JS13720,Accountant,Finance,EMP10118,2024-05-13,Rejected
A11976,JS16397,Nurse,Healthcare,EMP10442,2024-04-12,Accepted
A11977,JS11223,Librarian,Education,EMP10205,2025-01-12,Rejected
A11978,JS13482,Cybersecurity Specialist,IT,EMP10020,2024-05-26,Rejected
A11979,JS12787,Nurse,Healthcare,EMP10251,2024-06-25,Accepted
A11980,JS11402,Marketing Specialist,Marketing,EMP10239,2025-02-04,Pending
A11981,JS14615,Academic Counselor,Education,EMP10382,2024-12-12,Rejected
A11982,JS18875,Sales Associate,Retail,EMP10406,2024-07-14,Accepted
A11983,JS10306,SEO Analyst,Marketing,EMP10154,2024-07-17,Rejected
A11984,JS15627,Librarian,Education,EMP10391,2025-01-27,Rejected
A11985,JS11710,Sales Associate,Retail,EMP10354,2024-08-28,Pending
A11986,JS13648,Cybersecurity Specialist,IT,EMP10049,2024-11-01,Accepted
A11987,JS13487,Academic Counselor,Education,EMP10267,2024-11-03,Rejected
A11988,JS19799,Brand Manager,Marketing,EMP10310,2024-10-28,Rejected
A11989,JS15678,Teacher,Education,EMP10310,2024-03-22,Rejected
A11990,JS16766,Cybersecurity Specialist,IT,EMP10389,2025-03-03,Rejected
A11991,JS19793,Quality Engineer,Manufacturing,EMP10064,2024-03-26,Accepted
A11992,JS12903,SEO Analyst,Marketing,EMP10416,2024-09-11,Accepted
A11993,JS16795,Marketing Specialist,Marketing,EMP10148,2024-05-22,Rejected
A11994,JS10538,Cybersecurity Specialist,IT,EMP10019,2024-07-22,Pending
A11995,JS19410,Supply Chain Analyst,Manufacturing,EMP10370,2024-08-13,Rejected
A11996,JS17823,Accountant,Finance,EMP10238,2024-08-08,Rejected
A11997,JS15845,SEO Analyst,Marketing,EMP10211,2025-01-08,Rejected
A11998,JS14227,Store Manager,Retail,EMP10289,2025-02-04,Accepted
A11999,JS19089,Supply Chain Analyst,Manufacturing,EMP10232,2025-02-05,Rejected
A12000,JS18922,Brand Manager,Marketing,EMP10317,2024-12-29,Rejected
A12001,JS16067,Accountant,Finance,EMP10259,2024-10-13,Rejected
A12002,JS16829,SEO Analyst,Marketing,EMP10029,2024-09-15,Accepted
A12003,JS17279,Librarian,Education,EMP10319,2024-04-30,Accepted
A12004,JS14405,Marketing Specialist,Marketing,EMP10463,2025-03-10,Rejected
A12005,JS16062,Nurse,Healthcare,EMP10337,2024-06-15,Rejected
A12006,JS16625,Librarian,Education,EMP10205,2024-04-02,Rejected
A12007,JS19455,Software Engineer,IT,EMP10224,2024-08-06,Pending
A12008,JS18665,Store Manager,Retail,EMP10448,2024-11-14,Accepted
A12009,JS17830,Pharmacist,Healthcare,EMP10144,2024-05-31,Rejected
A12010,JS11976,Cybersecurity Specialist,IT,EMP10193,2025-03-11,Rejected
A12011,JS10931,Data Analyst,IT,EMP10369,2024-08-20,Rejected
A12012,JS19669,Cybersecurity Specialist,IT,EMP10255,2024-07-24,Pending
A12013,JS18185,SEO Analyst,Marketing,EMP10163,2024-08-31,Rejected
A12014,JS13192,Teacher,Education,EMP10238,2025-02-09,Rejected
A12015,JS18737,SEO Analyst,Marketing,EMP10302,2024-10-01,Accepted
A12016,JS10953,Investment Banker,Finance,EMP10360,2024-05-26,Rejected
A12017,JS15261,Teacher,Education,EMP10406,2024-08-29,Rejected
A12018,JS16157,Software Engineer,IT,EMP10339,2024-12-06,Accepted
A12019,JS12029,Marketing Specialist,Marketing,EMP10013,2024-04-08,Rejected
A12020,JS18144,Pharmacist,Healthcare,EMP10344,2024-11-17,Rejected
A12021,JS13809,Librarian,Education,EMP10375,2024-11-30,Rejected
A12022,JS19663,Investment Banker,Finance,EMP10036,2024-08-01,Accepted
A12023,JS15609,Merchandiser,Retail,EMP10453,2024-04-22,Rejected
A12024,JS17149,Brand Manager,Marketing,EMP10495,2025-01-10,Accepted
A12025,JS13766,Cybersecurity Specialist,IT,EMP10441,2024-03-31,Accepted
A12026,JS15057,Pharmacist,Healthcare,EMP10037,2024-06-29,Accepted
A12027,JS14522,Store Manager,Retail,EMP10458,2024-04-18,Rejected
A12028,JS13718,Teacher,Education,EMP10122,2024-06-10,Rejected
A12029,JS16804,Academic Counselor,Education,EMP10220,2024-08-12,Rejected
A12030,JS19597,Merchandiser,Retail,EMP10045,2024-09-15,Rejected
A12031,JS17300,Investment Banker,Finance,EMP10069,2024-09-03,Rejected
A12032,JS14546,Quality Engineer,Manufacturing,EMP10099,2024-09-14,Rejected
A12033,JS16713,Cybersecurity Specialist,IT,EMP10084,2024-08-05,Rejected
A12034,JS13891,Marketing Specialist,Marketing,EMP10309,2024-09-15,Rejected
A12035,JS14020,Cybersecurity Specialist,IT,EMP10475,2024-11-01,Accepted
A12036,JS11207,Financial Analyst,Finance,EMP10429,2024-07-29,Accepted
A12037,JS10299,Academic Counselor,Education,EMP10069,2025-01-17,Accepted
A12038,JS11316,Accountant,Finance,EMP10266,2024-10-22,Accepted
A12039,JS16235,Sales Associate,Retail,EMP10233,2024-11-20,Rejected
A12040,JS13922,Data Analyst,IT,EMP10106,2024-12-05,Accepted
A12041,JS10546,Pharmacist,Healthcare,EMP10152,2024-11-16,Accepted
A12042,JS11558,SEO Analyst,Marketing,EMP10443,2024-05-28,Accepted
A12043,JS19198,Marketing Specialist,Marketing,EMP10169,2024-12-24,Accepted
A12044,JS19220,Pharmacist,Healthcare,EMP10483,2024-04-29,Rejected
A12045,JS19677,Merchandiser,Retail,EMP10047,2024-12-15,Accepted
A12046,JS16785,Librarian,Education,EMP10013,2024-05-01,Rejected
A12047,JS14693,Supply Chain Analyst,Manufacturing,EMP10417,2024-06-24,Pending
A12048,JS19252,SEO Analyst,Marketing,EMP10095,2025-02-11,Rejected
A12049,JS14747,Supply Chain Analyst,Manufacturing,EMP10194,2024-10-30,Accepted
A12050,JS18793,Software Engineer,IT,EMP10366,2024-08-06,Rejected
A12051,JS10451,SEO Analyst,Marketing,EMP10161,2024-09-13,Pending
A12052,JS13895,Brand Manager,Marketing,EMP10472,2024-06-03,Rejected
