commission_id,transaction_id,employer_id,jobseeker_id,commission_percentage,commission_amount,commission_date
C11258,T19613,EMP10010,JS19846,10,936.2,2024-06-02
C11259,T16984,EMP10072,JS12138,9,166.5,2024-09-16
C11260,T10838,EMP10063,JS15608,5,2414.05,2024-09-15
C11261,T15972,EMP10324,JS13745,5,161.45,2024-09-14
C11262,T17706,EMP10327,JS14350,15,299.7,2025-02-21
C11263,T10939,EMP10273,JS15052,7,257.18,2024-05-01
C11264,T10521,EMP10279,JS12776,7,248.15,2024-12-26
C11265,T15124,EMP10046,JS12392,9,1362.6,2025-01-06
C11266,T13485,EMP10127,JS13393,13,415.48,2024-08-29
C11267,T12701,EMP10314,JS15183,12,3851.28,2024-12-22
C11268,T12738,EMP10210,JS17952,5,129.95,2024-04-27
C11269,T17760,EMP10448,JS14846,7,3081.05,2024-07-29
C11270,T14395,EMP10038,JS11657,13,2431.91,2024-06-16
C11271,T16432,EMP10252,JS14089,8,380.08,2025-01-29
C11272,T19883,EMP10486,JS17620,6,456.12,2024-05-08
C11273,T12673,EMP10091,JS13668,8,86.8,2024-05-13
C11274,T18992,EMP10279,JS19957,9,463.23,2024-06-18
C11275,T18888,EMP10023,JS19738,15,102,2024-04-24
C11276,T12040,EMP10378,JS13711,10,3336.5,2024-05-13
C11277,T10456,EMP10382,JS10542,7,246.82,2024-07-12
C11278,T11757,EMP10433,JS19255,6,183.84,2025-01-01
C11279,T15926,EMP10001,JS19045,5,173.95,2025-01-14
C11280,T15492,EMP10049,JS16522,5,78.6,2024-03-11
C11281,T11111,EMP10438,JS15717,14,1121.54,2024-12-14
C11282,T13739,EMP10050,JS10817,10,156.4,2024-05-29
C11283,T17884,EMP10202,JS19996,11,180.62,2025-02-04
C11284,T19878,EMP10172,JS14634,8,219.76,2024-10-01
C11285,T18992,EMP10279,JS15819,11,566.17,2024-11-29
C11286,T12009,EMP10104,JS18896,5,303.95,2024-05-31
C11287,T17072,EMP10387,JS11794,15,5210.55,2024-06-25
C11288,T17232,EMP10440,JS15997,8,289.84,2024-12-30
C11289,T13994,EMP10189,JS16501,5,148.8,2024-04-18
C11290,T17597,EMP10287,JS12506,5,2389.8,2024-05-22
C11291,T16700,EMP10389,JS17952,5,1997.25,2024-06-30
C11292,T19457,EMP10276,JS16123,12,515.04,2024-09-11
C11293,T15781,EMP10370,JS16623,9,101.34,2024-05-03
C11294,T11026,EMP10459,JS12522,7,139.16,2024-05-20
C11295,T13221,EMP10156,JS12267,5,1799.6,2024-06-08
C11296,T13082,EMP10164,JS10906,14,3579.8,2025-02-09
C11297,T14748,EMP10136,JS17058,5,222.65,2025-02-06
C11298,T17186,EMP10140,JS16207,8,397.52,2024-09-03
C11299,T14315,EMP10257,JS15789,14,1180.2,2025-02-28
C11300,T15808,EMP10019,JS13972,10,145.6,2024-05-06
C11301,T19001,EMP10061,JS16798,12,296.4,2024-03-27
C11302,T12491,EMP10132,JS14536,5,155.6,2024-08-30
C11303,T11096,EMP10356,JS11644,8,561.12,2024-07-04
C11304,T10531,EMP10200,JS11832,10,2049.3,2025-02-28
C11305,T12069,EMP10155,JS14981,9,445.41,2024-04-06
C11306,T11009,EMP10224,JS16238,12,1756.68,2024-10-29
C11307,T16648,EMP10088,JS14647,11,2413.73,2024-09-14
C11308,T19105,EMP10093,JS13935,14,284.34,2024-07-23
C11309,T12076,EMP10188,JS10711,11,4563.24,2024-06-03
C11310,T12552,EMP10244,JS10918,13,599.82,2025-01-24
C11311,T10661,EMP10210,JS10496,15,154.35,2024-09-12
C11312,T11076,EMP10140,JS15724,15,635.1,2024-03-30
C11313,T15229,EMP10214,JS15492,11,140.03,2024-11-28
C11314,T14114,EMP10022,JS16595,6,143.22,2024-03-31
C11315,T14136,EMP10287,JS18987,15,737.1,2025-02-06
C11316,T18065,EMP10332,JS19586,10,149.2,2024-08-24
C11317,T15162,EMP10195,JS12949,13,2036.32,2024-06-10
C11318,T14307,EMP10041,JS12095,10,493.3,2024-05-12
C11319,T19840,EMP10295,JS19477,13,3502.2,2024-06-10
C11320,T13774,EMP10280,JS19665,12,161.04,2024-10-28
C11321,T18353,EMP10223,JS19540,7,423.01,2025-03-02
C11322,T19949,EMP10219,JS12082,15,5149.95,2025-03-05
C11323,T10806,EMP10012,JS15762,13,1619.15,2024-10-31
C11324,T16337,EMP10164,JS16254,9,260.01,2024-10-13
C11325,T19961,EMP10045,JS16454,13,283.27,2024-11-23
C11326,T15523,EMP10369,JS18048,5,389.7,2024-11-09
C11327,T10332,EMP10213,JS17872,14,330.4,2024-10-12
C11328,T13999,EMP10253,JS16166,12,804.6,2025-02-24
C11329,T11973,EMP10313,JS13035,8,316.72,2024-09-17
C11330,T10887,EMP10013,JS15404,11,805.53,2025-03-10
C11331,T11890,EMP10460,JS15913,11,138.16,2024-09-04
C11332,T11773,EMP10497,JS18224,10,4430.7,2024-05-31
C11333,T12233,EMP10483,JS14063,15,568.8,2024-06-06
C11334,T17019,EMP10366,JS17340,11,3258.42,2024-08-02
C11335,T14170,EMP10058,JS13638,11,134.31,2024-05-11
C11336,T12262,EMP10204,JS18498,14,1937.46,2024-04-17
C11337,T14633,EMP10450,JS19169,9,1138.41,2024-03-11
C11338,T10876,EMP10194,JS14381,15,1047.3,2024-10-03
C11339,T12357,EMP10447,JS13117,9,744.39,2024-07-21
C11340,T10140,EMP10098,JS14021,8,219.76,2025-03-01
C11341,T13823,EMP10297,JS12505,9,872.37,2024-10-02
C11342,T12899,EMP10253,JS18135,10,4444.5,2024-05-23
C11343,T14596,EMP10012,JS16338,6,165.66,2024-11-14
C11344,T12313,EMP10454,JS19109,10,1004.6,2024-09-05
C11345,T17752,EMP10365,JS13714,14,291.48,2024-07-31
C11346,T15771,EMP10245,JS13495,15,638.4,2024-07-27
C11347,T13909,EMP10224,JS15364,10,719.5,2024-12-01
C11348,T11721,EMP10048,JS17091,12,2711.88,2025-03-06
C11349,T10135,EMP10130,JS14121,13,329.94,2024-10-09
C11350,T16536,EMP10380,JS17638,10,2224.6,2025-02-20
C11351,T14341,EMP10061,JS13814,9,777.15,2025-01-09
C11352,T15532,EMP10002,JS13248,5,318.75,2025-01-10
C11353,T14213,EMP10138,JS12815,7,210.63,2024-05-19
C11354,T11177,EMP10471,JS16914,10,198.8,2024-08-19
C11355,T16450,EMP10287,JS16825,11,353.54,2024-06-06
C11356,T17251,EMP10403,JS18090,14,141.12,2024-05-11
C11357,T18169,EMP10038,JS15884,5,187.7,2024-04-14
C11358,T11684,EMP10215,JS17285,7,97.23,2024-10-01
C11359,T11681,EMP10441,JS18226,6,128.64,2024-10-31
C11360,T13319,EMP10381,JS19366,14,4982.6,2024-06-28
C11361,T11327,EMP10096,JS16128,14,4737.74,2025-01-15
C11362,T18837,EMP10338,JS17194,8,97.36,2025-01-04
C11363,T11539,EMP10196,JS15809,15,655.65,2025-01-02
C11364,T10694,EMP10485,JS16054,5,28.95,2024-08-01
C11365,T10541,EMP10357,JS14431,9,3019.41,2025-02-15
C11366,T14338,EMP10448,JS12168,10,267.5,2024-04-18
C11367,T16121,EMP10443,JS17369,7,77.77,2024-12-18
C11368,T15227,EMP10300,JS15701,15,361.35,2024-04-03
C11369,T11854,EMP10246,JS15969,13,1386.45,2024-10-13
C11370,T19396,EMP10205,JS12571,12,5228.16,2024-09-30
C11371,T11436,EMP10003,JS13042,10,203.6,2024-07-23
C11372,T18082,EMP10181,JS14038,7,153.16,2025-01-02
C11373,T17085,EMP10394,JS18553,5,96.75,2024-09-24
C11374,T15091,EMP10379,JS11424,5,318.15,2024-10-16
C11375,T10838,EMP10063,JS15608,6,2896.86,2024-12-10
C11376,T17445,EMP10104,JS17301,10,432,2024-12-03
C11377,T12576,EMP10255,JS12331,6,143.22,2024-10-21
C11378,T16472,EMP10449,JS10695,10,4946.2,2024-09-27
C11379,T10148,EMP10229,JS16080,10,1639.6,2024-12-11
C11380,T11900,EMP10256,JS16988,5,280.95,2024-11-25
C11381,T10125,EMP10272,JS11046,8,2387.76,2024-04-16
C11382,T15807,EMP10210,JS12887,15,237.3,2024-10-01
C11383,T12172,EMP10031,JS18612,7,392.98,2024-04-27
C11384,T15941,EMP10252,JS19011,11,4532.88,2025-02-28
C11385,T12936,EMP10220,JS19440,13,470.99,2024-04-18
C11386,T19775,EMP10078,JS18858,5,103.3,2025-01-15
C11387,T10775,EMP10268,JS16779,15,347.1,2024-10-30
C11388,T17683,EMP10474,JS12085,6,1117.26,2024-11-06
C11389,T16023,EMP10099,JS16028,11,266.64,2024-06-23
C11390,T16175,EMP10059,JS10323,7,330.05,2024-05-20
C11391,T18448,EMP10474,JS17406,6,1206.42,2024-10-15
C11392,T18128,EMP10215,JS10781,15,3051.3,2024-04-26
C11393,T13068,EMP10205,JS19385,15,704.1,2024-09-19
C11394,T19333,EMP10033,JS11229,14,5018.72,2025-01-22
C11395,T13917,EMP10278,JS19410,12,246.48,2025-02-19
C11396,T19535,EMP10172,JS11035,8,383.28,2024-12-12
C11397,T14947,EMP10336,JS14153,13,281.19,2024-10-14
C11398,T15451,EMP10279,JS17786,13,6144.32,2024-06-10
C11399,T11907,EMP10467,JS12358,10,227.6,2024-06-29
C11400,T17224,EMP10131,JS17322,9,137.34,2024-05-02
C11401,T18016,EMP10011,JS11429,7,61.46,2025-01-07
C11402,T13285,EMP10215,JS10460,14,262.22,2024-11-15
C11403,T19717,EMP10355,JS10109,7,151.97,2024-03-11
C11404,T16357,EMP10386,JS17100,6,115.86,2024-08-17
C11405,T11630,EMP10075,JS17041,12,737.16,2024-06-18
C11406,T19628,EMP10030,JS10559,6,117.9,2024-05-23
C11407,T19070,EMP10228,JS19295,7,152.6,2024-05-27
C11408,T19762,EMP10365,JS12732,11,4545.97,2024-11-21
C11409,T16672,EMP10200,JS17875,12,254.04,2025-03-02
C11410,T13400,EMP10069,JS10218,14,209.86,2024-10-25
C11411,T13750,EMP10253,JS19690,7,276.01,2024-12-25
C11412,T16629,EMP10026,JS14242,14,859.04,2024-11-20
C11413,T19151,EMP10252,JS17468,10,223.6,2025-02-20
C11414,T19659,EMP10386,JS10077,7,3427.69,2024-07-12
C11415,T13987,EMP10143,JS16446,12,2932.44,2024-07-20
C11416,T19921,EMP10067,JS14186,13,271.7,2024-05-23
C11417,T15274,EMP10027,JS18915,6,2415.6,2025-01-19
C11418,T14113,EMP10310,JS13365,8,226.72,2024-07-08
C11419,T16068,EMP10475,JS15933,7,340.76,2024-05-25
C11420,T13125,EMP10065,JS13129,5,96.9,2024-05-22
C11421,T10594,EMP10436,JS11507,8,227.04,2024-06-29
C11422,T16165,EMP10482,JS11991,14,3827.46,2024-10-15
C11423,T10651,EMP10056,JS16769,10,804,2024-11-28
C11424,T17947,EMP10451,JS13878,8,118.88,2024-09-03
C11425,T17523,EMP10428,JS13083,5,448.65,2024-12-12
C11426,T13930,EMP10326,JS18088,10,253.2,2024-04-18
C11427,T15421,EMP10027,JS10616,7,1403.57,2025-01-03
C11428,T18823,EMP10014,JS13176,8,661.84,2024-10-28
C11429,T19000,EMP10337,JS19597,8,258.88,2024-08-30
C11430,T17557,EMP10224,JS18759,13,2468.96,2024-04-29
C11431,T12653,EMP10276,JS15237,6,389.76,2024-11-08
C11432,T18671,EMP10238,JS17982,9,183.6,2024-03-15
C11433,T11828,EMP10144,JS16520,9,290.07,2024-06-24
C11434,T10240,EMP10494,JS16871,11,1096.81,2024-03-30
C11435,T14339,EMP10477,JS18261,15,6546.6,2025-01-26
C11436,T14047,EMP10010,JS11728,13,3235.44,2025-03-05
C11437,T12961,EMP10274,JS18307,15,306.15,2025-02-12
C11438,T17102,EMP10327,JS19189,6,2225.28,2024-10-16
C11439,T17166,EMP10222,JS10489,15,762.45,2024-11-28
C11440,T16860,EMP10380,JS16320,11,279.95,2024-06-02
C11441,T12758,EMP10066,JS15600,14,514.78,2024-05-21
C11442,T18417,EMP10022,JS14398,8,2165.44,2024-07-02
C11443,T19334,EMP10494,JS13791,7,112.35,2024-05-07
C11444,T15296,EMP10318,JS18350,7,2786.98,2024-06-26
C11445,T14292,EMP10225,JS11839,9,165.06,2025-01-06
C11446,T18744,EMP10150,JS12929,8,1170.72,2024-05-26
C11447,T11098,EMP10367,JS14607,5,82.25,2025-01-26
C11448,T13746,EMP10111,JS11492,7,588.77,2024-11-09
C11449,T19621,EMP10224,JS15698,15,1056.6,2025-01-04
C11450,T15813,EMP10003,JS12762,8,172.8,2025-01-29
C11451,T11494,EMP10467,JS19733,9,405,2025-02-03
C11452,T19297,EMP10305,JS14279,11,615.23,2024-03-23
C11453,T14574,EMP10458,JS16035,10,3103.3,2025-02-10
C11454,T13720,EMP10053,JS19614,12,227.4,2024-03-20
C11455,T13568,EMP10261,JS19169,9,152.91,2024-11-04
C11456,T16211,EMP10321,JS10174,10,1919.4,2024-11-16
C11457,T19475,EMP10008,JS16295,12,147.6,2024-04-11
C11458,T11089,EMP10139,JS13325,11,5199.59,2024-11-30
C11459,T17915,EMP10063,JS15588,8,319.04,2024-12-23
C11460,T14406,EMP10165,JS12247,15,796.2,2025-01-01
C11461,T17930,EMP10080,JS14840,12,5113.68,2024-09-05
C11462,T19837,EMP10486,JS12199,9,3415.41,2024-06-06
C11463,T15299,EMP10006,JS19667,14,487.48,2024-04-23
C11464,T13588,EMP10427,JS15054,7,208.81,2024-08-04
C11465,T13914,EMP10210,JS14627,10,243.4,2024-05-24
C11466,T19447,EMP10156,JS14121,15,6478.8,2024-06-05
C11467,T14060,EMP10339,JS15370,6,408.6,2024-05-01
C11468,T14459,EMP10250,JS16869,6,293.1,2024-07-02
C11469,T13587,EMP10050,JS13153,15,537,2024-11-17
C11470,T19697,EMP10289,JS16899,7,116.48,2024-06-07
C11471,T19385,EMP10265,JS19628,6,274.38,2024-03-12
C11472,T16231,EMP10161,JS15552,11,4325.53,2024-11-21
C11473,T11276,EMP10438,JS19214,6,502.8,2024-09-27
C11474,T13457,EMP10312,JS18810,14,317.24,2024-11-20
C11475,T18071,EMP10071,JS12191,8,3503.52,2025-01-14
C11476,T12025,EMP10057,JS10865,14,398.3,2024-11-24
C11477,T16444,EMP10335,JS10882,5,113.2,2024-09-20
C11478,T11136,EMP10374,JS18804,13,248.69,2025-01-02
C11479,T11522,EMP10261,JS13456,14,304.22,2024-05-16
C11480,T17261,EMP10264,JS15086,5,437.95,2024-07-07
C11481,T11975,EMP10203,JS12759,6,227.7,2024-06-17
C11482,T14271,EMP10297,JS10232,14,5510.68,2024-09-13
C11483,T13319,EMP10381,JS19366,5,1779.5,2024-09-22
C11484,T13554,EMP10251,JS10356,5,1027.35,2024-06-11
C11485,T16291,EMP10012,JS11375,5,130.8,2025-01-30
C11486,T16588,EMP10125,JS15997,11,134.53,2024-10-19
C11487,T10452,EMP10461,JS13855,7,288.61,2024-12-22
C11488,T17931,EMP10225,JS17989,14,1447.74,2024-03-22
C11489,T10194,EMP10224,JS15113,13,498.42,2025-03-04
C11490,T18761,EMP10051,JS19965,10,1787.6,2024-09-15
C11491,T11837,EMP10314,JS13413,5,169.45,2024-04-26
C11492,T13815,EMP10084,JS16184,12,143.28,2025-02-21
C11493,T17143,EMP10479,JS17928,12,353.52,2024-05-02
C11494,T17825,EMP10135,JS17238,14,338.94,2024-04-12
C11495,T12596,EMP10371,JS13028,5,231.15,2025-02-27
C11496,T11728,EMP10001,JS17234,10,3470,2025-02-25
C11497,T10092,EMP10277,JS10595,8,221.28,2024-05-14
C11498,T19012,EMP10446,JS15757,7,160.58,2024-07-31
C11499,T19065,EMP10263,JS12636,14,652.82,2024-09-19
C11500,T13971,EMP10457,JS11587,15,6335.85,2024-11-06
C11501,T16571,EMP10289,JS19116,10,184.6,2025-01-20
C11502,T10216,EMP10070,JS17118,10,442.5,2024-10-06
C11503,T13565,EMP10211,JS17173,10,201,2024-10-25
C11504,T19185,EMP10386,JS17571,5,263.25,2024-08-25
C11505,T18518,EMP10290,JS17743,9,4124.61,2025-03-08
C11506,T15189,EMP10142,JS19565,6,459.3,2024-10-30
C11507,T17154,EMP10343,JS11466,8,1017.76,2024-04-10
C11508,T11188,EMP10027,JS12781,8,3451.44,2024-03-30
C11509,T17516,EMP10295,JS16455,7,286.02,2024-05-06
C11510,T15657,EMP10062,JS10813,14,420,2024-07-06
C11511,T10709,EMP10291,JS15596,7,240.8,2025-02-04
C11512,T16168,EMP10183,JS14587,10,97.5,2024-04-23
C11513,T13204,EMP10166,JS18316,10,3704,2024-10-17
C11514,T18922,EMP10039,JS14697,13,279.89,2024-09-22
C11515,T11113,EMP10231,JS19666,13,2328.04,2025-01-29
C11516,T15799,EMP10165,JS16164,6,59.52,2025-01-21
C11517,T10609,EMP10451,JS15254,12,3920.52,2024-11-21
C11518,T18585,EMP10176,JS19727,10,3691.1,2024-05-19
C11519,T13606,EMP10132,JS11036,13,947.31,2024-09-09
C11520,T15907,EMP10159,JS16090,14,341.46,2025-01-02
C11521,T18207,EMP10131,JS14591,13,1095.9,2024-05-13
C11522,T12338,EMP10090,JS11350,14,318.78,2024-06-28
C11523,T14677,EMP10244,JS16102,11,320.32,2024-07-01
C11524,T13125,EMP10065,JS17466,15,290.7,2024-11-18
C11525,T15881,EMP10250,JS14323,15,5608.8,2024-11-08
C11526,T15135,EMP10228,JS16014,12,335.76,2024-07-28
C11527,T15318,EMP10005,JS16010,15,333.15,2024-05-18
C11528,T11148,EMP10053,JS14696,12,5313.48,2024-03-25
C11529,T15474,EMP10357,JS13062,15,2696.4,2024-08-29
C11530,T17558,EMP10302,JS14206,15,5239.35,2024-08-07
C11531,T11294,EMP10224,JS12656,10,145.9,2024-10-18
C11532,T19519,EMP10085,JS19691,5,270,2024-10-23
C11533,T19908,EMP10082,JS15615,6,686.82,2024-11-10
C11534,T11212,EMP10388,JS19902,14,108.64,2025-01-21
C11535,T12303,EMP10271,JS12307,6,39.24,2024-04-09
C11536,T16509,EMP10288,JS12895,14,5328.4,2024-07-27
C11537,T19077,EMP10001,JS11096,5,1390.4,2024-05-05
C11538,T16856,EMP10219,JS11879,9,3432.6,2025-01-21
C11539,T19115,EMP10246,JS19928,13,1043.25,2025-02-25
C11540,T10059,EMP10452,JS11392,7,79.8,2024-10-06
C11541,T18543,EMP10404,JS15253,8,1809.28,2024-05-31
C11542,T10170,EMP10384,JS16328,8,292.96,2024-04-13
C11543,T14844,EMP10032,JS11957,12,418.08,2024-04-14
C11544,T13592,EMP10096,JS17493,5,1416.7,2025-03-08
C11545,T19648,EMP10122,JS16725,15,7069.5,2025-01-05
C11546,T11968,EMP10382,JS12747,15,1402.65,2024-10-16
C11547,T13885,EMP10386,JS17495,11,1423.84,2024-09-07
C11548,T13532,EMP10256,JS16116,10,297.5,2024-09-18
C11549,T18414,EMP10422,JS19661,8,582.56,2024-09-23
C11550,T17344,EMP10441,JS15924,15,3446.55,2024-10-20
C11551,T13351,EMP10193,JS15062,15,328.2,2024-07-27
C11552,T15776,EMP10272,JS15656,15,7005.75,2024-04-21
C11553,T15855,EMP10005,JS19638,11,194.26,2024-08-23
C11554,T15091,EMP10379,JS16388,12,763.56,2024-08-15
C11555,T18180,EMP10005,JS14471,15,967.65,2024-07-28
C11556,T14851,EMP10277,JS11135,14,1928.92,2025-02-05
C11557,T12620,EMP10182,JS12411,7,411.74,2025-03-01
C11558,T13284,EMP10361,JS15472,6,145.74,2024-04-01
C11559,T13654,EMP10272,JS11091,10,461,2025-03-07
C11560,T11899,EMP10418,JS10381,8,379.76,2024-04-21
C11561,T17733,EMP10407,JS14323,15,426,2025-02-15
C11562,T19225,EMP10328,JS13427,13,446.16,2024-10-04
C11563,T14135,EMP10248,JS19668,7,219.03,2024-03-29
C11564,T12039,EMP10385,JS13276,12,862.08,2024-03-31
C11565,T13928,EMP10382,JS13693,8,225.52,2024-08-02
C11566,T12583,EMP10317,JS18811,8,144.72,2024-06-26
C11567,T11288,EMP10321,JS10024,12,88.32,2024-07-04
C11568,T18694,EMP10019,JS11967,10,234.2,2024-03-19
C11569,T16983,EMP10300,JS19796,13,244.66,2024-12-27
C11570,T19579,EMP10162,JS12392,15,2813.25,2024-05-05
C11571,T16004,EMP10051,JS11299,13,371.54,2024-09-08
C11572,T17818,EMP10096,JS10952,15,3725.1,2024-08-27
C11573,T11990,EMP10496,JS15884,9,637.74,2024-08-09
C11574,T16078,EMP10123,JS18321,9,3363.93,2024-04-02
C11575,T11315,EMP10138,JS12254,12,1930.92,2024-04-25
C11576,T14040,EMP10306,JS18099,11,189.31,2024-11-24
C11577,T15589,EMP10322,JS12655,9,185.4,2025-02-10
C11578,T17658,EMP10292,JS14995,9,167.13,2024-04-29
C11579,T19261,EMP10217,JS14911,15,1218.9,2024-06-05
C11580,T16477,EMP10139,JS15626,12,341.52,2024-04-17
C11581,T19025,EMP10255,JS11904,11,5347.43,2024-08-09
C11582,T18894,EMP10468,JS12628,5,119.75,2024-05-03
C11583,T15483,EMP10152,JS14489,8,76.08,2024-07-20
C11584,T16959,EMP10343,JS12505,5,247.5,2025-02-01
C11585,T15998,EMP10066,JS18619,13,2377.7,2024-09-10
C11586,T10543,EMP10172,JS17615,6,426.96,2024-07-31
C11587,T19988,EMP10450,JS10039,15,186.75,2024-04-15
C11588,T11898,EMP10424,JS10935,15,79.95,2024-03-20
C11589,T13082,EMP10164,JS10906,13,3324.1,2024-03-24
C11590,T16773,EMP10407,JS13708,5,67.4,2024-03-18
C11591,T10206,EMP10423,JS14079,11,112.75,2024-06-02
C11592,T15127,EMP10179,JS11215,7,111.02,2024-08-07
C11593,T14721,EMP10266,JS18074,15,379.35,2025-02-08
C11594,T19051,EMP10036,JS15706,8,2879.04,2024-08-17
C11595,T17937,EMP10231,JS12725,9,175.77,2024-12-27
C11596,T19512,EMP10431,JS12217,13,209.95,2024-10-05
C11597,T15726,EMP10076,JS19946,6,111.48,2024-07-24
C11598,T11988,EMP10168,JS15298,6,1379.4,2024-09-10
C11599,T18066,EMP10218,JS11202,5,109,2025-02-08
C11600,T19454,EMP10339,JS11766,7,222.6,2024-07-10
C11601,T13761,EMP10155,JS15062,11,935.88,2024-06-11
C11602,T12039,EMP10385,JS16724,8,574.72,2024-10-24
C11603,T14422,EMP10426,JS10081,11,4866.84,2025-01-07
C11604,T16435,EMP10239,JS11646,12,297.72,2025-03-07
C11605,T16923,EMP10087,JS14493,6,1472.04,2024-09-11
C11606,T19133,EMP10269,JS19737,7,239.26,2024-11-15
C11607,T11894,EMP10036,JS15227,9,197.46,2024-06-10
C11608,T15624,EMP10480,JS11863,15,959.25,2024-10-10
C11609,T19960,EMP10353,JS19771,5,116.5,2024-06-23
C11610,T14386,EMP10461,JS18294,8,213.12,2025-02-07
C11611,T16009,EMP10143,JS14536,10,173.1,2025-01-14
C11612,T14623,EMP10024,JS11407,11,242.55,2024-09-02
C11613,T13950,EMP10127,JS15598,7,113.96,2024-11-14
C11614,T13580,EMP10168,JS13024,9,157.23,2025-01-22
C11615,T17959,EMP10471,JS16169,9,233.91,2025-01-13
C11616,T18883,EMP10085,JS18491,15,1096.8,2024-04-15
C11617,T19970,EMP10265,JS14329,10,3299.1,2024-12-25
C11618,T15479,EMP10167,JS18440,6,86.82,2024-12-05
C11619,T17459,EMP10005,JS10555,15,449.25,2024-10-09
C11620,T18996,EMP10311,JS19925,11,2061.95,2024-06-23
C11621,T13335,EMP10136,JS16737,14,6369.72,2025-01-16
C11622,T18180,EMP10005,JS14471,11,709.61,2025-02-27
C11623,T13901,EMP10337,JS12449,13,76.18,2024-07-31
C11624,T17348,EMP10386,JS15685,7,76.65,2024-09-22
C11625,T13543,EMP10435,JS19066,5,2367.8,2024-04-08
C11626,T11277,EMP10097,JS19924,15,1611,2025-02-10
C11627,T16987,EMP10171,JS15477,11,894.52,2024-08-08
C11628,T11639,EMP10093,JS11062,10,482.6,2024-06-07
C11629,T16074,EMP10259,JS17188,5,1397.45,2025-02-08
C11630,T12088,EMP10337,JS10285,6,245.16,2024-03-29
C11631,T14732,EMP10489,JS10821,6,837.18,2025-03-05
C11632,T16611,EMP10028,JS12500,11,5021.94,2024-05-18
C11633,T12099,EMP10390,JS15733,15,963.75,2024-04-21
C11634,T19206,EMP10025,JS13093,10,214.2,2024-05-17
C11635,T13519,EMP10130,JS15545,14,146.58,2024-10-27
C11636,T18876,EMP10424,JS13191,12,309.48,2025-01-17
C11637,T14683,EMP10043,JS18398,10,444.7,2024-04-10
C11638,T16157,EMP10210,JS18412,13,885.43,2024-10-05
C11639,T17271,EMP10236,JS18594,5,52.95,2024-05-11
C11640,T17292,EMP10090,JS17592,10,2421.6,2024-05-24
C11641,T13786,EMP10190,JS13481,7,317.1,2024-08-16
C11642,T11205,EMP10026,JS17200,6,68.34,2024-05-25
C11643,T15566,EMP10396,JS17534,6,190.8,2025-02-05
C11644,T15096,EMP10115,JS17335,9,179.82,2024-09-11
C11645,T10863,EMP10456,JS13214,8,92.08,2024-05-02
C11646,T13428,EMP10493,JS16359,5,529.8,2024-07-17
C11647,T18867,EMP10387,JS17885,8,623.28,2025-01-25
C11648,T12286,EMP10478,JS11843,8,411.28,2024-04-23
C11649,T15346,EMP10082,JS14724,14,1379.14,2024-04-16
C11650,T12139,EMP10275,JS18256,12,163.2,2024-05-04
C11651,T11451,EMP10350,JS12227,10,241.7,2024-10-28
C11652,T16394,EMP10295,JS11542,11,326.37,2024-11-23
C11653,T13958,EMP10181,JS19150,6,1387.14,2024-09-29
C11654,T11660,EMP10131,JS16301,5,106.3,2025-03-08
C11655,T19088,EMP10243,JS19372,12,357.48,2024-03-23
C11656,T10623,EMP10356,JS19154,14,1908.34,2024-12-24
C11657,T15369,EMP10275,JS12596,12,328.56,2025-02-12
C11658,T11679,EMP10138,JS12965,14,4530.82,2024-05-29
C11659,T15121,EMP10330,JS17806,9,269.64,2024-12-29
C11660,T17754,EMP10457,JS10634,13,579.15,2024-12-15
C11661,T10485,EMP10202,JS18988,5,481.95,2024-04-13
C11662,T15430,EMP10442,JS11342,9,121.77,2024-03-31
C11663,T16542,EMP10209,JS14243,7,144.62,2024-05-09
C11664,T14128,EMP10267,JS10215,11,139.48,2024-08-05
C11665,T10138,EMP10422,JS12617,5,1339.25,2024-05-09
C11666,T15733,EMP10029,JS18977,5,76.25,2024-06-09
C11667,T11167,EMP10288,JS17928,5,459.9,2024-08-29
C11668,T10841,EMP10002,JS10344,6,527.04,2024-03-20
C11669,T15406,EMP10017,JS14040,6,463.92,2024-07-29
C11670,T14890,EMP10114,JS13022,13,313.56,2024-03-25
C11671,T13821,EMP10443,JS14260,6,1466.28,2024-08-06
C11672,T10643,EMP10152,JS13541,14,1390.76,2025-01-08
C11673,T12307,EMP10094,JS16665,13,570.83,2024-09-03
C11674,T12444,EMP10473,JS19429,7,551.53,2024-11-27
C11675,T19937,EMP10383,JS10237,6,157.14,2024-07-03
C11676,T17125,EMP10002,JS12824,14,6492.5,2024-10-13
C11677,T13714,EMP10261,JS10895,15,5019,2024-12-16
C11678,T15925,EMP10360,JS13413,15,1439.55,2025-03-08
C11679,T17953,EMP10476,JS15680,15,381.3,2024-05-17
C11680,T17800,EMP10223,JS19449,11,3932.17,2024-11-28
C11681,T10411,EMP10482,JS17524,7,1954.68,2024-07-25
C11682,T14437,EMP10421,JS13021,13,1019.59,2024-05-12
C11683,T12919,EMP10059,JS13763,5,580.1,2025-02-09
C11684,T13518,EMP10290,JS11338,7,163.59,2024-05-09
C11685,T14832,EMP10191,JS19350,15,513.75,2024-10-20
C11686,T17910,EMP10008,JS15205,11,317.9,2024-05-12
C11687,T14871,EMP10009,JS18774,7,1562.82,2024-07-15
C11688,T12662,EMP10227,JS16187,8,212.88,2024-06-28
C11689,T14019,EMP10453,JS16079,14,341.46,2025-02-03
